log distance [m];gridzone;easting [m];northing [m];height [m];event / comment;J. no.;J. len [m];t [mm];to u/s w. [m];o'clock;depth [%];ERF;length [mm];width [mm];internal
47997.6;22;636269.7531;7605283.944;452.161;GirthWeld;39640;11.99;11.45;;;;;;;
48009.59;22;636281.6541;7605282.505;452.035;GirthWeld;39650;12.39;11.45;;;;;;;
48021.97;22;636293.9441;7605281.018;452.0396;GirthWeld;39660;12.3;11.45;;;;;;;
48034.28;22;636306.1553;7605279.562;452.0199;GirthWeld;39670;12.16;11.45;;;;;;;
48046.43;22;636318.2129;7605278.067;451.9197;GirthWeld;39680;12.38;11.45;;;;;;;
48058.81;22;636330.489;7605276.555;451.8257;GirthWeld;39690;12.32;11.45;;;;;;;
48071.13;22;636342.7135;7605275.033;451.9346;GirthWeld;39700;12.34;11.45;;;;;;;
48083.47;22;636354.9495;7605273.509;452.0919;GirthWeld;39710;12.36;11.45;;;;;;;
48095.83;22;636367.2186;7605272.022;452.3101;GirthWeld;39720;12.34;11.45;;;;;;;
48108.17;22;636379.4682;7605270.594;452.5503;GirthWeld;39730;12.36;11.45;;;;;;;
48120.54;22;636391.7398;7605269.138;452.6975;GirthWeld;39740;12.15;11.45;;;;;;;
48132.68;22;636403.7996;7605267.71;452.786;GirthWeld;39750;12.08;11.45;;;;;;;
48144.76;22;636415.7875;7605266.262;452.8744;GirthWeld;39760;12.33;11.45;;;;;;;
48157.1;22;636428.0254;7605264.79;452.9392;GirthWeld;39770;12.08;11.45;;;;;;;
48169.17;22;636440.0146;7605263.387;453.0316;GirthWeld;39780;12.35;11.45;;;;;;;
48181.52;22;636452.2744;7605261.966;453.0661;GirthWeld;39790;12.15;11.45;;;;;;;
48193.67;22;636464.3326;7605260.552;452.8566;GirthWeld;39800;12.32;11.45;;;;;;;
48205.98;22;636476.556;7605259.126;452.6106;GirthWeld;39810;12.38;11.45;;;;;;;
48218.36;22;636488.84;7605257.685;452.3687;GirthWeld;39820;12.13;11.45;;;;;;;
48230.49;22;636500.8779;7605256.258;452.1636;GirthWeld;39830;12.35;11.45;;;;;;;
48242.84;22;636513.1275;7605254.767;451.8093;GirthWeld;39840;12.33;11.45;;;;;;;
48255.17;22;636525.3531;7605253.271;451.3897;GirthWeld;39850;12.38;11.45;;;;;;;
48267.55;22;636537.6296;7605251.807;451.0485;GirthWeld;39860;11.96;11.45;;;;;;;
48279.51;22;636549.4938;7605250.397;450.6326;GirthWeld;39870;12.39;11.45;;;;;;;
48291.9;22;636561.7787;7605248.898;450.3056;GirthWeld;39880;12.31;11.45;;;;;;;
48304.2;22;636573.9866;7605247.406;450.0427;GirthWeld;39890;12.34;11.45;;;;;;;
48316.54;22;636586.2314;7605245.942;449.7859;GirthWeld;39900;12.36;11.45;;;;;;;
48328.9;22;636598.4903;7605244.496;449.3496;GirthWeld;39910;12.32;11.45;;;;;;;
48341.22;22;636610.7055;7605243.088;448.7266;GirthWeld;39920;11.84;11.45;;;;;;;
48353.07;22;636622.4531;7605241.762;448.2081;GirthWeld;39930;12.38;11.45;;;;;;;
48365.44;22;636634.6575;7605239.927;447.4727;GirthWeld;39940;12.25;11.45;;;;;;;
48377.69;22;636646.6969;7605237.858;446.716;GirthWeld;39950;11.9;11.45;;;;;;;
48389.58;22;636658.3893;7605235.795;446.0986;GirthWeld;39960;12.38;11.45;;;;;;;
48401.97;22;636670.568;7605233.662;445.5511;GirthWeld;39970;12.34;11.45;;;;;;;
48414.31;22;636682.6871;7605231.522;444.8082;GirthWeld;39980;11.8;11.45;;;;;;;
48426.11;22;636694.2575;7605229.431;443.9502;GirthWeld;39990;12.37;11.45;;;;;;;
48438.48;22;636706.4048;7605227.219;443.3689;GirthWeld;40000;12.17;11.45;;;;;;;
48450.65;22;636718.366;7605225.034;443.0809;GirthWeld;40010;12.32;11.45;;;;;;;
48462.96;22;636730.4651;7605222.808;442.6275;GirthWeld;40020;12.35;11.45;;;;;;;
48475.32;22;636742.6119;7605220.64;442.1867;GirthWeld;40030;11.89;11.45;;;;;;;
48487.21;22;636754.3097;7605218.568;441.8919;GirthWeld;40040;12.33;11.45;;;;;;;
48499.54;22;636766.4314;7605216.39;441.4969;GirthWeld;40050;12.34;11.45;;;;;;;
48501.36;22;636768.227;7605216.066;441.4319;MELO-CORR  / PR# 08;;;;-1.83;6:02;23;0.92;37;33;NO
48511.88;22;636778.5611;7605214.206;440.9907;GirthWeld;40060;12.34;11.45;;;;;;;
48524.22;22;636790.6811;7605212.041;440.2451;GirthWeld;40070;12.36;11.45;;;;;;;
48536.58;22;636802.8279;7605209.893;439.5736;GirthWeld;40080;12.35;11.45;;;;;;;
48548.94;22;636814.9719;7605207.748;439.0466;GirthWeld;40090;12.34;11.45;;;;;;;
48561.27;22;636827.0974;7605205.572;438.5662;GirthWeld;40100;12.32;11.45;;;;;;;
48573.59;22;636839.2081;7605203.447;437.9437;GirthWeld;40110;12.3;11.45;;;;;;;
48585.89;22;636851.283;7605201.332;437.0474;GirthWeld;40120;11.94;11.45;;;;;;;
48597.83;22;636862.9935;7605199.261;436.1029;GirthWeld;40130;12.27;11.45;;;;;;;
48610.11;22;636875.0403;7605197.112;435.2808;GirthWeld;40140;12.3;11.45;;;;;;;
48622.4;22;636887.1229;7605194.93;434.7548;GirthWeld;40150;12.39;11.45;;;;;;;
48634.79;22;636899.2885;7605192.638;434.5916;GirthWeld;40160;12.36;11.45;;;;;;;
48647.15;22;636911.4262;7605190.383;434.2352;GirthWeld;40170;11.89;11.45;;;;;;;
48659.04;22;636923.1089;7605188.261;433.7494;GirthWeld;40180;12.32;11.45;;;;;;;
48671.36;22;636935.215;7605186.065;433.3025;GirthWeld;40190;12.05;11.45;;;;;;;
48683.4;22;636947.0514;7605183.908;432.8761;GirthWeld;40200;12.43;11.45;;;;;;;
48695.84;22;636959.0234;7605180.721;432.3414;GirthWeld;40210;11.94;11.45;;;;;;;
48707.78;22;636970.3015;7605176.884;431.6684;GirthWeld;40220;12.34;11.45;;;;;;;
48720.12;22;636981.9585;7605172.913;430.9546;GirthWeld;40230;12.35;11.45;;;;;;;
48732.47;22;636993.6074;7605168.938;430.0111;GirthWeld;40240;11.91;11.45;;;;;;;
48744.39;22;637004.8476;7605165.117;429.1375;GirthWeld;40250;12.38;11.45;;;;;;;
48756.77;22;637016.5129;7605161.094;428.292;GirthWeld;40260;12.3;11.45;;;;;;;
48769.07;22;637028.0805;7605157.108;427.1276;GirthWeld;40270;12.2;11.45;;;;;;;
48781.27;22;637039.5614;7605153.194;425.8982;GirthWeld;40280;9.38;11.45;;;;;;;
48790.65;22;637048.3909;7605150.185;424.9826;GirthWeld;40290;3.03;11.45;;;;;;;
48793.68;22;637051.2479;7605149.212;424.7012;GirthWeld;40300;11.94;11.45;;;;;;;
48805.63;22;637062.4676;7605145.329;423.5371;GirthWeld;40310;12.12;11.45;;;;;;;
48817.74;22;637073.8133;7605141.284;422.3216;GirthWeld;40320;11.79;11.45;;;;;;;
48829.53;22;637084.854;7605137.335;421.2254;GirthWeld;40330;12.35;11.45;;;;;;;
48841.88;22;637096.4631;7605133.28;420.2088;GirthWeld;40340;12.34;11.45;;;;;;;
48854.19;22;637108.055;7605129.241;419.4009;MELO-COFE  / girth weld feature;;;;-12.31;5:40;10;;28;98;n/a
48854.22;22;637108.0832;7605129.231;419.399;GirthWeld;40350;12.32;11.45;;;;;;;
48866.54;22;637119.6648;7605125.123;418.7125;GirthWeld;40360;12.31;11.45;;;;;;;
48878.85;22;637131.2287;7605120.976;418.054;GirthWeld;40370;12.38;11.45;;;;;;;
48891.23;22;637142.8228;7605116.73;417.2837;GirthWeld;40380;12.34;11.45;;;;;;;
48903.57;22;637154.3648;7605112.456;416.5402;GirthWeld;40390;12.33;11.45;;;;;;;
48915.9;22;637165.912;7605108.233;415.6752;GirthWeld;40400;12.28;11.45;;;;;;;
48928.18;22;637177.5477;7605104.412;415.6077;GirthWeld;40410;12.35;11.45;;;;;;;
48940.53;22;637189.3327;7605100.789;416.163;GirthWeld;40420;12.32;11.45;;;;;;;
48952.84;22;637201.0633;7605097.052;416.3224;GirthWeld;40430;12.35;11.45;;;;;;;
48965.2;22;637212.8074;7605093.236;416.4542;GirthWeld;40440;12.31;11.45;;;;;;;
48977.51;22;637224.5207;7605089.469;416.6576;GirthWeld;40450;9.79;11.45;;;;;;;
48987.3;22;637233.8379;7605086.472;416.9684;GirthWeld;40460;12.31;11.45;;;;;;;
48999.61;22;637245.4751;7605082.537;417.7161;GirthWeld;40470;12.34;11.45;;;;;;;
49011.96;22;637257.0707;7605078.415;418.6474;GirthWeld;40480;3.21;11.45;;;;;;;
49015.17;22;637260.0959;7605077.349;418.862;GirthWeld;40490;11.78;11.45;;;;;;;
49026.95;22;637271.1986;7605073.481;419.5282;GirthWeld;40500;12.2;11.45;;;;;;;
49039.15;22;637282.7224;7605069.525;420.0757;GirthWeld;40510;12.32;11.45;;;;;;;
49041.21;22;637284.684;7605068.849;420.17;MM  / No. 25 @ KM 946+050,00;;;;;12:00;;;;;
49051.46;22;637294.3099;7605065.485;420.5429;GirthWeld;40520;12.32;11.45;;;;;;;
49063.79;22;637305.937;7605061.41;420.9141;GirthWeld;40530;12.34;11.45;;;;;;;
49076.13;22;637317.5873;7605057.362;421.3448;GirthWeld;40540;12.32;11.45;;;;;;;
49088.44;22;637329.2426;7605053.385;421.5803;GirthWeld;40550;12.29;11.45;;;;;;;
49100.74;22;637340.8746;7605049.414;421.705;GirthWeld;40560;12.32;11.45;;;;;;;
49113.06;22;637352.5243;7605045.407;421.8268;GirthWeld;40570;12.31;11.45;;;;;;;
49125.36;22;637364.1521;7605041.375;421.9772;GirthWeld;40580;12.32;11.45;;;;;;;
49137.68;22;637375.7947;7605037.356;421.9323;GirthWeld;40590;12.31;11.45;;;;;;;
49149.99;22;637387.4248;7605033.323;421.7666;GirthWeld;40600;12.04;11.45;;;;;;;
49162.03;22;637398.7844;7605029.358;421.5423;GirthWeld;40610;12.3;11.45;;;;;;;
49174.32;22;637410.3835;7605025.294;421.2458;GirthWeld;40620;12.21;11.45;;;;;;;
49185.05;22;637420.5039;7605021.763;420.8662;IDAN-DENT  / MaxIDRed: 1.3 (1.0 / 0.2)%;;;;-10.73;5:42;;;267;114;n/a
49186.53;22;637421.899;7605021.28;420.8011;GirthWeld;40630;12.3;11.45;;;;;;;
49198.83;22;637433.5059;7605017.265;420.1911;GirthWeld;40640;12.37;11.45;;;;;;;
49211.2;22;637445.1617;7605013.267;419.152;GirthWeld;40650;12.22;11.45;;;;;;;
49223.43;22;637456.671;7605009.373;417.8661;GirthWeld;40660;11.98;11.45;;;;;;;
49235.4;22;637467.956;7605005.559;416.6733;GirthWeld;40670;12.3;11.45;;;;;;;
49235.42;22;637467.9664;7605005.555;416.6722;MELO-COFE  / girth weld feature;;;;-0.01;4:05;19;;18;46;n/a
49247.71;22;637479.5306;7605001.594;415.4243;GirthWeld;40680;10.67;11.45;;;;;;;
49258.37;22;637489.5595;7604998.129;414.3869;GirthWeld;40690;2.49;11.45;;;;;;;
49260.86;22;637491.8982;7604997.32;414.1507;GirthWeld;40700;12.31;11.45;;;;;;;
49273.17;22;637503.4725;7604993.296;413.02;GirthWeld;40710;12.36;11.45;;;;;;;
49285.54;22;637515.0353;7604989.289;411.3509;GirthWeld;40720;11.91;11.45;;;;;;;
49297.44;22;637526.1974;7604985.49;409.7723;GirthWeld;40730;12.33;11.45;;;;;;;
49309.77;22;637537.8263;7604981.628;408.4918;GirthWeld;40740;12.28;11.45;;;;;;;
49322.05;22;637549.4385;7604977.758;407.6958;GirthWeld;40750;12.27;11.45;;;;;;;
49334.32;22;637561.0416;7604973.781;407.5268;GirthWeld;40760;12.24;11.45;;;;;;;
49346.56;22;637572.6386;7604969.862;407.526;GirthWeld;40770;12.3;11.45;;;;;;;
49358.86;22;637584.2784;7604965.886;407.4768;GirthWeld;40780;12.32;11.45;;;;;;;
49371.18;22;637595.9234;7604961.863;407.5442;GirthWeld;40790;12.33;11.45;;;;;;;
49383.51;22;637607.5618;7604957.806;407.6538;GirthWeld;40800;12.16;11.45;;;;;;;
49395.67;22;637619.0443;7604953.794;407.6433;GirthWeld;40810;12.32;11.45;;;;;;;
49408;22;637630.6733;7604949.715;407.6398;GirthWeld;40820;12.25;11.45;;;;;;;
49420.24;22;637642.2314;7604945.667;407.658;GirthWeld;40830;12.34;11.45;;;;;;;
49432.58;22;637653.8805;7604941.607;407.5328;GirthWeld;40840;12.33;11.45;;;;;;;
49444.92;22;637665.5324;7604937.567;407.5085;GirthWeld;40850;12.34;11.45;;;;;;;
49457.25;22;637677.1534;7604933.424;407.5066;GirthWeld;40860;12.32;11.45;;;;;;;
49469.58;22;637688.7569;7604929.274;407.4796;GirthWeld;40870;12.17;11.45;;;;;;;
49481.75;22;637700.2532;7604925.272;407.438;GirthWeld;40880;12.32;11.45;;;;;;;
49494.07;22;637711.9121;7604921.288;407.6268;GirthWeld;40890;11.81;11.45;;;;;;;
49505.88;22;637723.0631;7604917.404;407.8499;GirthWeld;40900;12.25;11.45;;;;;;;
49518.13;22;637734.498;7604913.377;409.3146;GirthWeld;40910;12.35;11.45;;;;;;;
49530.49;22;637745.9553;7604909.438;411.7684;GirthWeld;40920;12.31;11.45;;;;;;;
49542.79;22;637757.4043;7604905.554;414.0971;GirthWeld;40930;12.24;11.45;;;;;;;
49555.04;22;637768.8023;7604901.736;416.4076;GirthWeld;40940;12.34;11.45;;;;;;;
49567.37;22;637780.4159;7604897.847;417.9314;GirthWeld;40950;11.84;11.45;;;;;;;
49579.22;22;637791.5472;7604894.088;419.4595;GirthWeld;40960;9.22;11.45;;;;;;;
49588.43;22;637800.216;7604891.129;420.5184;GirthWeld;40970;12.33;11.45;;;;;;;
49600.76;22;637811.8011;7604887.158;421.9794;GirthWeld;40980;12.28;11.45;;;;;;;
49613.04;22;637823.3301;7604883.199;423.5276;GirthWeld;40990;12.27;11.45;;;;;;;
