log distance [m];gridzone;easting [m];northing [m];height [m];event / comment;J. no.;J. len [m];t [mm];to u/s w. [m];o'clock;depth [%];ERF;length [mm];width [mm];internal
3180.23;22;595678.0636;7621468.468;436.9206;GirthWeld;2620;12.36;11.45;;;;;;;
3192.59;22;595689.5511;7621463.967;437.3541;GirthWeld;2630;12.37;11.45;;;;;;;
3204.95;22;595701.0591;7621459.486;437.7397;GirthWeld;2640;12.34;11.45;;;;;;;
3217.29;22;595712.5443;7621455.042;438.1317;GirthWeld;2650;12.36;11.45;;;;;;;
3229.65;22;595724.0585;7621450.614;438.4916;GirthWeld;2660;12.32;11.45;;;;;;;
3241.97;22;595735.5452;7621446.211;438.8183;GirthWeld;2670;12.37;11.45;;;;;;;
3254.34;22;595747.0757;7621441.775;439.1534;GirthWeld;2680;12.38;11.45;;;;;;;
3266.72;22;595758.5971;7621437.299;439.4953;GirthWeld;2690;12.32;11.45;;;;;;;
3279.04;22;595770.0496;7621432.81;439.8268;GirthWeld;2700;12.33;11.45;;;;;;;
3291.37;22;595781.5292;7621428.361;440.1619;GirthWeld;2710;12.37;11.45;;;;;;;
3303.73;22;595793.0499;7621423.916;440.4937;GirthWeld;2720;12.36;11.45;;;;;;;
3316.09;22;595804.5602;7621419.471;440.7592;GirthWeld;2730;12.22;11.45;;;;;;;
3328.31;22;595815.9503;7621415.085;441.0109;GirthWeld;2740;12.31;11.45;;;;;;;
3340.62;22;595827.4244;7621410.684;441.2539;GirthWeld;2750;12.17;11.45;;;;;;;
3352.79;22;595838.7591;7621406.292;441.4393;GirthWeld;2760;12.14;11.45;;;;;;;
3364.93;22;595850.059;7621401.884;441.6039;GirthWeld;2770;12.36;11.45;;;;;;;
3377.3;22;595861.545;7621397.353;441.8089;GirthWeld;2780;12.3;11.45;;;;;;;
3389.6;22;595872.9804;7621392.872;442.0759;GirthWeld;2790;11.83;11.45;;;;;;;
3401.43;22;595883.977;7621388.56;442.3203;GirthWeld;2800;12.35;11.45;;;;;;;
3413.77;22;595895.4708;7621384.093;442.6014;GirthWeld;2810;11.99;11.45;;;;;;;
3425.76;22;595906.6238;7621379.743;442.7869;GirthWeld;2820;11.98;11.45;;;;;;;
3437.74;22;595917.7857;7621375.424;442.9312;GirthWeld;2830;12.13;11.45;;;;;;;
3449.87;22;595929.0967;7621371.089;443.1129;GirthWeld;2840;12.31;11.45;;;;;;;
3462.18;22;595940.5695;7621366.68;443.2617;GirthWeld;2850;12.38;11.45;;;;;;;
3474.56;22;595952.1038;7621362.238;443.4043;GirthWeld;2860;12.31;11.45;;;;;;;
3486.86;22;595963.578;7621357.834;443.4802;GirthWeld;2870;8.77;11.45;;;;;;;
3495.64;22;595971.7548;7621354.691;443.4141;GirthWeld;2880;12.27;11.45;;;;;;;
3507.9;22;595983.1763;7621350.273;443.1431;GirthWeld;2890;12.36;11.45;;;;;;;
3520.26;22;595994.6876;7621345.86;442.7097;GirthWeld;2900;12.35;11.45;;;;;;;
3532.61;22;596006.1961;7621341.419;442.5746;GirthWeld;2910;12.35;11.45;;;;;;;
3544.96;22;596017.6821;7621336.922;442.6332;GirthWeld;2920;12.37;11.45;;;;;;;
3557.33;22;596028.7827;7621331.604;443.1008;GirthWeld;2930;11.74;11.45;;;;;;;
3569.07;22;596038.5125;7621325.085;443.684;GirthWeld;2940;12.32;11.45;;;;;;;
3581.4;22;596048.7433;7621318.245;443.8984;GirthWeld;2950;12.35;11.45;;;;;;;
3593.74;22;596059.0049;7621311.409;443.9551;GirthWeld;2960;12.35;11.45;;;;;;;
3606.09;22;596069.2946;7621304.61;444.0104;GirthWeld;2970;12.34;11.45;;;;;;;
3618.43;22;596079.5762;7621297.818;444.0459;GirthWeld;2980;12.3;11.45;;;;;;;
3630.73;22;596089.804;7621291.015;444.0463;GirthWeld;2990;12.38;11.45;;;;;;;
3643.11;22;596100.0918;7621284.157;444.0693;GirthWeld;3000;12.15;11.45;;;;;;;
3655.26;22;596110.1468;7621277.364;444.1607;GirthWeld;3010;12.33;11.45;;;;;;;
3667.59;22;596120.3463;7621270.469;444.1996;GirthWeld;3020;12.35;11.45;;;;;;;
3679.93;22;596130.5794;7621263.588;444.1448;GirthWeld;3030;12.2;11.45;;;;;;;
3692.14;22;596140.6972;7621256.794;444.1538;GirthWeld;3040;12.35;11.45;;;;;;;
3704.48;22;596150.9441;7621249.934;444.2385;GirthWeld;3050;12.25;11.45;;;;;;;
3716.74;22;596161.1401;7621243.17;444.2222;GirthWeld;3060;12.35;11.45;;;;;;;
3729.09;22;596171.457;7621236.405;444.2129;GirthWeld;3070;12.09;11.45;;;;;;;
3741.18;22;596181.5581;7621229.788;444.2884;GirthWeld;3080;12.34;11.45;;;;;;;
3753.52;22;596191.8791;7621223.056;444.3901;GirthWeld;3090;12.33;11.45;;;;;;;
3765.84;22;596202.1748;7621216.31;444.4064;GirthWeld;3100;12.3;11.45;;;;;;;
3778.15;22;596212.4454;7621209.562;444.3989;GirthWeld;3110;12.34;11.45;;;;;;;
3787.41;22;596220.1726;7621204.474;444.429;MELO-MIFE  / at LW;;;;-9.26;10:36;14;;59;24;YES
3790.48;22;596222.7304;7621202.778;444.452;GirthWeld;3120;12.32;11.45;;;;;;;
3802.8;22;596232.9704;7621195.959;444.5083;GirthWeld;3130;12.37;11.45;;;;;;;
3815.18;22;596243.2257;7621189.066;444.5122;GirthWeld;3140;12.34;11.45;;;;;;;
3827.51;22;596253.48;7621182.229;444.5837;GirthWeld;3150;12.24;11.45;;;;;;;
3839.76;22;596263.6496;7621175.441;444.6291;GirthWeld;3160;12.18;11.45;;;;;;;
3851.93;22;596273.7359;7621168.65;444.7478;GirthWeld;3170;11.82;11.45;;;;;;;
3863.75;22;596283.5041;7621162.03;444.8072;GirthWeld;3180;12.34;11.45;;;;;;;
3876.08;22;596293.7263;7621155.154;444.775;GirthWeld;3190;12.34;11.45;;;;;;;
3888.42;22;596303.9661;7621148.303;444.7108;GirthWeld;3200;12.26;11.45;;;;;;;
3900.68;22;596314.1509;7621141.516;444.653;GirthWeld;3210;12.33;11.45;;;;;;;
3913.01;22;596324.4107;7621134.711;444.553;GirthWeld;3220;12.31;11.45;;;;;;;
3925.31;22;596334.679;7621127.967;444.2775;GirthWeld;3230;12.3;11.45;;;;;;;
3937.61;22;596344.9456;7621121.225;443.9695;GirthWeld;3240;12.22;11.45;;;;;;;
3949.84;22;596355.1319;7621114.51;443.6696;GirthWeld;3250;12.33;11.45;;;;;;;
3962.17;22;596365.3907;7621107.704;443.4324;GirthWeld;3260;12.33;11.45;;;;;;;
3974.5;22;596375.6454;7621100.915;442.915;GirthWeld;3270;12.35;11.45;;;;;;;
3986.84;22;596385.9072;7621094.115;442.2724;GirthWeld;3280;12.36;11.45;;;;;;;
3999.21;22;596396.1623;7621087.272;441.689;GirthWeld;3290;12.32;11.45;;;;;;;
4011.53;22;596406.3883;7621080.448;441.1508;GirthWeld;3300;12.3;11.45;;;;;;;
4023.84;22;596416.6192;7621073.648;440.9517;GirthWeld;3310;12.17;11.45;;;;;;;
4036.01;22;596426.7673;7621066.955;440.8574;GirthWeld;3320;12.35;11.45;;;;;;;
4048.36;22;596437.079;7621060.182;441.0814;GirthWeld;3330;12.34;11.45;;;;;;;
4060.7;22;596447.371;7621053.406;441.338;GirthWeld;3340;11.63;11.45;;;;;;;
4072.33;22;596457.0691;7621047.02;441.6737;GirthWeld;3350;12.34;11.45;;;;;;;
4084.67;22;596467.3485;7621040.24;442.2438;GirthWeld;3360;12.34;11.45;;;;;;;
4097.01;22;596477.5939;7621033.415;442.9258;GirthWeld;3370;12.18;11.45;;;;;;;
4109.19;22;596487.6875;7621026.656;443.5592;GirthWeld;3380;12.31;11.45;;;;;;;
4121.49;22;596497.8961;7621019.827;444.0889;GirthWeld;3390;11.85;11.45;;;;;;;
4133.34;22;596507.694;7621013.207;444.6007;GirthWeld;3400;12.31;11.45;;;;;;;
4145.65;22;596517.9099;7621006.382;445.1261;GirthWeld;3410;11.95;11.45;;;;;;;
4157.6;22;596527.8505;7620999.786;445.5847;GirthWeld;3420;12.35;11.45;;;;;;;
4169.96;22;596538.1451;7620993;446.1281;GirthWeld;3430;12.33;11.45;;;;;;;
4182.29;22;596548.448;7620986.262;446.6098;GirthWeld;3440;12.36;11.45;;;;;;;
4194.65;22;596558.7921;7620979.535;446.8628;GirthWeld;3450;12.35;11.45;;;;;;;
4206.99;22;596569.1269;7620972.818;447.2315;GirthWeld;3460;12.34;11.45;;;;;;;
4219.34;22;596579.4714;7620966.119;447.6581;GirthWeld;3470;12.34;11.45;;;;;;;
4231.68;22;596589.7966;7620959.394;448.025;GirthWeld;3480;12.35;11.45;;;;;;;
4244.03;22;596599.9403;7620952.382;448.3174;GirthWeld;3490;11.83;11.45;;;;;;;
4255.86;22;596609.2983;7620945.181;448.5537;GirthWeld;3500;12.35;11.45;;;;;;;
4268.21;22;596618.9197;7620937.463;448.7559;GirthWeld;3510;12.32;11.45;;;;;;;
4280.53;22;596628.5432;7620929.797;448.9148;GirthWeld;3520;12.37;11.45;;;;;;;
4292.9;22;596638.2349;7620922.133;449.1216;GirthWeld;3530;12.18;11.45;;;;;;;
4305.08;22;596647.7798;7620914.595;449.3636;GirthWeld;3540;12.33;11.45;;;;;;;
4317.41;22;596657.4414;7620906.953;449.4843;GirthWeld;3550;12.3;11.45;;;;;;;
4329.71;22;596667.064;7620899.323;449.6036;GirthWeld;3560;12.37;11.45;;;;;;;
4342.08;22;596676.7545;7620891.665;449.7351;GirthWeld;3570;12.32;11.45;;;;;;;
4354.4;22;596686.4113;7620884.039;449.8589;GirthWeld;3580;12.31;11.45;;;;;;;
4365.19;22;596694.8638;7620877.349;449.954;MELO-MIFE  / at LW;;;;-10.79;9:49;11;;61;59;YES
4366.71;22;596696.0514;7620876.408;449.9655;GirthWeld;3590;11.92;11.45;;;;;;;
4378.62;22;596705.3889;7620869.029;449.9843;GirthWeld;3600;12.28;11.45;;;;;;;
4390.91;22;596715.0451;7620861.466;449.9172;GirthWeld;3610;12.34;11.45;;;;;;;
4403.24;22;596724.7486;7620853.876;449.7657;GirthWeld;3620;12.34;11.45;;;;;;;
4415.58;22;596734.4125;7620846.234;449.7106;GirthWeld;3630;12.35;11.45;;;;;;;
4427.93;22;596744.062;7620838.546;449.6849;GirthWeld;3640;12.34;11.45;;;;;;;
4440.27;22;596753.7385;7620830.913;449.6563;GirthWeld;3650;12.34;11.45;;;;;;;
4452.61;22;596763.4382;7620823.315;449.4998;GirthWeld;3660;12.34;11.45;;;;;;;
4464.95;22;596773.1505;7620815.736;449.2375;GirthWeld;3670;12.33;11.45;;;;;;;
4477.28;22;596782.8238;7620808.124;449.0423;GirthWeld;3680;12.37;11.45;;;;;;;
4489.65;22;596792.5175;7620800.465;448.9024;GirthWeld;3690;12.33;11.45;;;;;;;
4501.98;22;596802.1651;7620792.826;448.6216;GirthWeld;3700;12.18;11.45;;;;;;;
4514.16;22;596811.6967;7620785.278;448.2893;GirthWeld;3710;12.35;11.45;;;;;;;
4526.51;22;596821.3448;7620777.607;447.858;GirthWeld;3720;12.36;11.45;;;;;;;
4538.87;22;596831.001;7620769.933;447.4709;GirthWeld;3730;12.33;11.45;;;;;;;
4551.2;22;596840.6575;7620762.306;447.0295;GirthWeld;3740;12.25;11.45;;;;;;;
4563.46;22;596850.2321;7620754.725;446.3626;GirthWeld;3750;12.35;11.45;;;;;;;
4575.81;22;596859.8805;7620747.079;445.6572;GirthWeld;3760;12.33;11.45;;;;;;;
4588.14;22;596869.5177;7620739.417;445.6255;GirthWeld;3770;12.38;11.45;;;;;;;
4600.52;22;596879.1836;7620731.701;445.6443;GirthWeld;3780;12.36;11.45;;;;;;;
4612.88;22;596888.805;7620723.969;445.7284;GirthWeld;3790;12.27;11.45;;;;;;;
4625.16;22;596898.3683;7620716.3;445.8583;GirthWeld;3800;12.36;11.45;;;;;;;
4637.51;22;596908.0164;7620708.611;446.2725;GirthWeld;3810;12.28;11.45;;;;;;;
4649.79;22;596917.6526;7620701.031;446.6146;GirthWeld;3820;12.36;11.45;;;;;;;
4662.15;22;596927.3445;7620693.397;446.9553;GirthWeld;3830;12.35;11.45;;;;;;;
4674.5;22;596936.9945;7620685.725;447.4754;GirthWeld;3840;12.35;11.45;;;;;;;
4686.85;22;596946.6222;7620678.039;448.0905;GirthWeld;3850;12.33;11.45;;;;;;;
4699.18;22;596956.2439;7620670.368;448.7343;GirthWeld;3860;12.15;11.45;;;;;;;
4711.33;22;596965.7159;7620662.814;449.3998;GirthWeld;3870;12.33;11.45;;;;;;;
4723.65;22;596975.3473;7620655.172;450.1321;GirthWeld;3880;12.36;11.45;;;;;;;
4736.02;22;596985.0322;7620647.536;450.8226;GirthWeld;3890;12.34;11.45;;;;;;;
4748.36;22;596994.6895;7620639.893;451.475;GirthWeld;3900;12.34;11.45;;;;;;;
4760.71;22;597004.3318;7620632.229;452.0147;GirthWeld;3910;12.35;11.45;;;;;;;
4773.06;22;597013.9967;7620624.575;452.5289;GirthWeld;3920;12.33;11.45;;;;;;;
4785.39;22;597023.6542;7620616.949;453.0511;GirthWeld;3930;12.35;11.45;;;;;;;
4797.74;22;597033.3137;7620609.289;453.4841;GirthWeld;3940;12.32;11.45;;;;;;;
4810.05;22;597042.9303;7620601.628;453.9248;GirthWeld;3950;12.39;11.45;;;;;;;
4822.44;22;597052.591;7620593.905;454.3841;GirthWeld;3960;12.36;11.45;;;;;;;
4834.8;22;597062.2108;7620586.18;454.7869;GirthWeld;3970;12.34;11.45;;;;;;;
4847.14;22;597071.8498;7620578.5;455.1881;GirthWeld;3980;12.26;11.45;;;;;;;
4859.4;22;597081.4475;7620570.906;455.5494;GirthWeld;3990;12.38;11.45;;;;;;;
4871.78;22;597091.1563;7620563.254;455.9227;GirthWeld;4000;12.33;11.45;;;;;;;
4884.1;22;597100.7837;7620555.597;456.2417;MELO-COFE  / girth weld feature;;;;-12.32;3:56;34;;24;76;n/a
4884.11;22;597100.7931;7620555.59;456.2419;GirthWeld;4010;12.35;11.45;;;;;;;
4896.46;22;597110.4436;7620547.919;456.5328;GirthWeld;4020;12.36;11.45;;;;;;;
4908.82;22;597120.1251;7620540.258;456.8948;GirthWeld;4030;12.34;11.45;;;;;;;
4921.17;22;597129.766;7620532.585;457.2901;GirthWeld;4040;12.35;11.45;;;;;;;
4933.51;22;597139.4098;7620524.904;457.6337;GirthWeld;4050;12.18;11.45;;;;;;;
4945.69;22;597148.9324;7620517.346;457.8997;GirthWeld;4060;12.35;11.45;;;;;;;
4958.04;22;597158.5784;7620509.659;458.0024;GirthWeld;4070;11.85;11.45;;;;;;;
4969.89;22;597167.8516;7620502.311;458.0079;GirthWeld;4080;12.34;11.45;;;;;;;
4982.23;22;597177.5257;7620494.674;457.8916;GirthWeld;4090;12.34;11.45;;;;;;;
4994.57;22;597187.1865;7620487.021;457.7451;GirthWeld;4100;12.32;11.45;;;;;;;
4995.62;22;597188.017;7620486.362;457.73;MM  / No. 3 @ KM 902+004,60;;;;;12:00;;;;;
5006.89;22;597196.7735;7620479.403;457.4059;MELO-COFE  / girth weld feature;;;;-12.32;7:14;10;;25;169;n/a
5006.89;22;597196.7766;7620479.401;457.4057;GirthWeld;4110;12.28;11.45;;;;;;;
5019.17;22;597206.3574;7620471.762;456.9195;GirthWeld;4120;12.32;11.45;;;;;;;
5031.5;22;597215.9813;7620464.119;456.3038;GirthWeld;4130;11.8;11.45;;;;;;;
5043.3;22;597225.216;7620456.823;455.7127;GirthWeld;4140;12.35;11.45;;;;;;;
5055.64;22;597234.8654;7620449.18;455.0525;GirthWeld;4150;12.35;11.45;;;;;;;
5068;22;597244.5216;7620441.552;454.2119;GirthWeld;4160;11.98;11.45;;;;;;;
5079.98;22;597253.8754;7620434.166;453.2128;GirthWeld;4170;12.35;11.45;;;;;;;
5092.33;22;597263.5246;7620426.548;452.2173;GirthWeld;4180;12.34;11.45;;;;;;;
5104.67;22;597273.1562;7620418.926;451.2152;GirthWeld;4190;12.34;11.45;;;;;;;
5117.02;22;597282.7904;7620411.303;450.2534;GirthWeld;4200;12.35;11.45;;;;;;;
5129.36;22;597292.4296;7620403.703;449.1378;GirthWeld;4210;12.31;11.45;;;;;;;
5141.68;22;597302.0231;7620396.097;448.0095;GirthWeld;4220;12.18;11.45;;;;;;;
5153.86;22;597311.4999;7620388.562;446.8617;GirthWeld;4230;12.2;11.45;;;;;;;
5166.06;22;597321.0012;7620381.041;445.6808;GirthWeld;4240;12.37;11.45;;;;;;;
5178.43;22;597330.6399;7620373.385;444.6468;GirthWeld;4250;12.33;11.45;;;;;;;
5190.76;22;597340.2574;7620365.745;443.8656;GirthWeld;4260;12.38;11.45;;;;;;;
5203.13;22;597349.9378;7620358.082;443.3146;GirthWeld;4270;12.33;11.45;;;;;;;
5215.46;22;597359.5931;7620350.445;443.085;GirthWeld;4280;12.36;11.45;;;;;;;
5227.83;22;597369.2625;7620342.766;443.1476;GirthWeld;4290;12.35;11.45;;;;;;;
5240.18;22;597378.8965;7620335.07;443.5353;GirthWeld;4300;12.36;11.45;;;;;;;
5252.54;22;597388.5598;7620327.39;444.0023;GirthWeld;4310;12.34;11.45;;;;;;;
5264.88;22;597398.2009;7620319.734;444.6637;GirthWeld;4320;12.36;11.45;;;;;;;
5277.24;22;597407.8373;7620312.051;445.5435;GirthWeld;4330;12.34;11.45;;;;;;;
5289.59;22;597417.4587;7620304.397;446.513;GirthWeld;4340;11.89;11.45;;;;;;;
5301.48;22;597426.734;7620297.036;447.4814;GirthWeld;4350;12.26;11.45;;;;;;;
5313.73;22;597436.3224;7620289.468;448.415;GirthWeld;4360;12.36;11.45;;;;;;;
5326.1;22;597445.9637;7620281.791;449.221;GirthWeld;4370;12.34;11.45;;;;;;;
5338.44;22;597455.5817;7620274.118;450.105;GirthWeld;4380;12.34;11.45;;;;;;;
5350.78;22;597465.205;7620266.454;450.9302;GirthWeld;4390;12.3;11.45;;;;;;;
5363.08;22;597474.8269;7620258.833;451.6226;GirthWeld;4400;12.26;11.45;;;;;;;
5375.34;22;597484.3983;7620251.231;452.3891;GirthWeld;4410;12.38;11.45;;;;;;;
5387.72;22;597494.0698;7620243.552;453.1064;GirthWeld;4420;12.34;11.45;;;;;;;
5400.06;22;597503.7177;7620235.902;453.6451;GirthWeld;4430;12.37;11.45;;;;;;;
5412.42;22;597513.4088;7620228.267;454.3163;GirthWeld;4440;12.32;11.45;;;;;;;
5424.74;22;597523.0237;7620220.617;455.0111;GirthWeld;4450;11.86;11.45;;;;;;;
5436.6;22;597532.2774;7620213.247;455.6409;GirthWeld;4460;11.83;11.45;;;;;;;
5448.43;22;597541.5314;7620205.914;456.2345;GirthWeld;4470;12.36;11.45;;;;;;;
5460.79;22;597551.1726;7620198.231;456.9777;GirthWeld;4480;12.36;11.45;;;;;;;
5473.15;22;597560.83;7620190.577;457.7748;GirthWeld;4490;12.33;11.45;;;;;;;
5485.48;22;597570.4633;7620182.926;458.4426;GirthWeld;4500;12.34;11.45;;;;;;;
5497.82;22;597580.0949;7620175.249;459.0855;GirthWeld;4510;12.34;11.45;;;;;;;
5510.16;22;597589.7388;7620167.598;459.7251;GirthWeld;4520;12.28;11.45;;;;;;;
5522.44;22;597599.3569;7620160.005;460.3541;GirthWeld;4530;12.35;11.45;;;;;;;
5534.79;22;597608.999;7620152.337;460.9997;GirthWeld;4540;12.34;11.45;;;;;;;
5547.13;22;597618.6452;7620144.699;461.7692;GirthWeld;4550;12.34;11.45;;;;;;;
5559.46;22;597628.2924;7620137.063;462.4743;GirthWeld;4560;12.36;11.45;;;;;;;
5571.82;22;597637.9531;7620129.377;462.7969;GirthWeld;4570;12.34;11.45;;;;;;;
5584.17;22;597647.5919;7620121.702;463.2083;GirthWeld;4580;12.36;11.45;;;;;;;
5596.52;22;597657.2401;7620114.019;463.6923;GirthWeld;4590;12.32;11.45;;;;;;;
5608.84;22;597666.8658;7620106.354;463.9702;GirthWeld;4600;12.35;11.45;;;;;;;
5621.19;22;597676.5027;7620098.651;464.1344;GirthWeld;4610;12.3;11.45;;;;;;;
5633.49;22;597686.1103;7620091;464.2729;GirthWeld;4620;12.19;11.45;;;;;;;
5645.68;22;597695.6305;7620083.416;464.3886;GirthWeld;4630;12.33;11.45;;;;;;;
5658;22;597705.2585;7620075.74;464.3259;GirthWeld;4640;12.35;11.45;;;;;;;
5670.36;22;597714.8909;7620068.03;464.2002;GirthWeld;4650;12.36;11.45;;;;;;;
5682.71;22;597724.5391;7620060.336;464.0186;GirthWeld;4660;12.31;11.45;;;;;;;
5695.03;22;597734.8112;7620053.643;463.808;GirthWeld;4670;12.32;11.45;;;;;;;
5707.35;22;597745.9965;7620048.539;463.79;GirthWeld;4680;12.28;11.45;;;;;;;
5719.63;22;597757.5693;7620044.473;463.9574;GirthWeld;4690;12.38;11.45;;;;;;;
5732.01;22;597769.2356;7620040.376;464.0561;GirthWeld;4700;12.34;11.45;;;;;;;
5744.35;22;597780.863;7620036.274;464.1648;GirthWeld;4710;12.35;11.45;;;;;;;
5756.7;22;597792.5082;7620032.209;464.4378;GirthWeld;4720;12.36;11.45;;;;;;;
5769.05;22;597804.1506;7620028.122;464.7084;GirthWeld;4730;12.34;11.45;;;;;;;
5781.39;22;597815.7862;7620024.071;464.8788;GirthWeld;4740;12.35;11.45;;;;;;;
5793.74;22;597827.47;7620020.113;465.0737;GirthWeld;4750;12.34;11.45;;;;;;;
5806.07;22;597839.1601;7620016.225;465.3102;GirthWeld;4760;12.36;11.45;;;;;;;
5818.43;22;597850.8514;7620012.272;465.4697;GirthWeld;4770;9.88;11.45;;;;;;;
5828.31;22;597860.1718;7620009.045;465.5976;GirthWeld;4780;12.35;11.45;;;;;;;
5840.66;22;597871.7861;7620004.879;465.6449;GirthWeld;4790;12.35;11.45;;;;;;;
5853.01;22;597883.3625;7620000.62;465.9092;GirthWeld;4800;12.34;11.45;;;;;;;
5865.35;22;597894.9132;7619996.323;466.2805;GirthWeld;4810;12.25;11.45;;;;;;;
5877.6;22;597906.4136;7619992.142;466.5268;GirthWeld;4820;12.34;11.45;;;;;;;
5889.94;22;597918.0412;7619988.053;466.6525;GirthWeld;4830;12.35;11.45;;;;;;;
5902.29;22;597929.6815;7619983.979;466.7708;GirthWeld;4840;12.18;11.45;;;;;;;
5914.47;22;597941.1537;7619979.927;466.9468;GirthWeld;4850;12.27;11.45;;;;;;;
5926.74;22;597952.7114;7619975.852;467.1369;GirthWeld;4860;12.33;11.45;;;;;;;
5939.07;22;597964.3312;7619971.783;467.3793;GirthWeld;4870;12.37;11.45;;;;;;;
5951.44;22;597975.9999;7619967.712;467.5604;GirthWeld;4880;12.35;11.45;;;;;;;
5963.79;22;597987.6584;7619963.684;467.6038;GirthWeld;4890;12.29;11.45;;;;;;;
5976.08;22;597999.2475;7619959.645;467.7252;GirthWeld;4900;12.34;11.45;;;;;;;
5988.42;22;598010.8946;7619955.6;467.8934;GirthWeld;4910;12.34;11.45;;;;;;;
6000.76;22;598022.5368;7619951.559;468.0086;GirthWeld;4920;12.37;11.45;;;;;;;
6013.13;22;598034.2082;7619947.516;468.0305;GirthWeld;4930;12.15;11.45;;;;;;;
6025.28;22;598045.6772;7619943.543;467.9988;GirthWeld;4940;12.36;11.45;;;;;;;
6037.64;22;598057.3383;7619939.499;467.8922;GirthWeld;4950;12.35;11.45;;;;;;;
6049.99;22;598068.9806;7619935.431;467.8631;GirthWeld;4960;12.33;11.45;;;;;;;
6062.32;22;598080.6003;7619931.357;467.8798;GirthWeld;4970;12.33;11.45;;;;;;;
6074.64;22;598092.2166;7619927.279;467.7499;GirthWeld;4980;12.37;11.45;;;;;;;
6087.02;22;598103.8779;7619923.194;467.5524;GirthWeld;4990;12.33;11.45;;;;;;;
6099.35;22;598115.502;7619919.129;467.297;GirthWeld;5000;12.35;11.45;;;;;;;
6111.7;22;598127.1457;7619915.051;467.062;GirthWeld;5010;12.14;11.45;;;;;;;
6123.84;22;598138.5799;7619911.034;466.8294;GirthWeld;5020;12.3;11.45;;;;;;;
6136.14;22;598150.1689;7619906.978;466.6013;GirthWeld;5030;12.39;11.45;;;;;;;
6148.53;22;598161.8372;7619902.879;466.2134;GirthWeld;5040;12.37;11.45;;;;;;;
6160.9;22;598173.4897;7619898.802;465.7719;GirthWeld;5050;12.29;11.45;;;;;;;
6173.19;22;598185.0549;7619894.717;465.4059;GirthWeld;5060;12.34;11.45;;;;;;;
6185.52;22;598196.7556;7619890.868;465.1294;GirthWeld;5070;12.35;11.45;;;;;;;
6197.87;22;598208.5449;7619887.276;464.77;GirthWeld;5080;12.26;11.45;;;;;;;
6210.13;22;598220.2678;7619883.753;464.4168;GirthWeld;5090;12.36;11.45;;;;;;;
6222.49;22;598232.0785;7619880.196;463.9418;GirthWeld;5100;12.37;11.45;;;;;;;
6234.86;22;598243.8943;7619876.646;463.4204;GirthWeld;5110;12.34;11.45;;;;;;;
6243.96;22;598252.5837;7619873.993;463.0835;MELO-MIFE  / at LW;;;;-9.1;9:42;12;;70;23;YES
6247.2;22;598255.6695;7619873.04;462.9675;GirthWeld;5120;11.85;11.45;;;;;;;
6259.05;22;598267.159;7619870.319;462.5623;GirthWeld;5130;12.31;11.45;;;;;;;
6271.36;22;598279.367;7619869.068;462.1533;GirthWeld;5140;12.34;11.45;;;;;;;
6283.69;22;598291.681;7619868.891;461.7884;GirthWeld;5150;12.33;11.45;;;;;;;
6296.02;22;598303.9846;7619868.742;461.38;GirthWeld;5160;12.34;11.45;;;;;;;
6308.36;22;598316.3;7619868.665;460.9465;GirthWeld;5170;12.35;11.45;;;;;;;
6320.71;22;598328.6213;7619868.623;460.5076;GirthWeld;5180;12.35;11.45;;;;;;;
6333.05;22;598340.9427;7619868.617;460.0439;GirthWeld;5190;12.05;11.45;;;;;;;
6345.11;22;598352.9674;7619868.61;459.5021;GirthWeld;5200;12.31;11.45;;;;;;;
6357.42;22;598365.2482;7619868.52;458.8926;GirthWeld;5210;12.38;11.45;;;;;;;
6369.81;22;598377.5976;7619868.4;458.2781;GirthWeld;5220;12.36;11.45;;;;;;;
6382.16;22;598389.9268;7619868.379;457.749;GirthWeld;5230;4.01;11.45;;;;;;;
6386.17;22;598393.928;7619868.388;457.5873;GirthWeld;5240;12.01;11.45;;;;;;;
6398.18;22;598405.9127;7619868.417;457.1524;GirthWeld;5250;12.18;11.45;;;;;;;
6410.36;22;598418.0594;7619868.419;456.6149;GirthWeld;5260;9.16;11.45;;;;;;;
6419.52;22;598427.1874;7619868.376;456.0858;GirthWeld;5270;12.37;11.45;;;;;;;
6431.88;22;598439.4904;7619867.816;455.2702;GirthWeld;5280;12.41;11.45;;;;;;;
6444.3;22;598451.6171;7619865.621;454.4806;GirthWeld;5290;11.95;11.45;;;;;;;
6456.25;22;598462.9087;7619861.815;453.7972;GirthWeld;5300;12.4;11.45;;;;;;;
6468.65;22;598474.6186;7619857.858;453.1043;GirthWeld;5310;12.1;11.45;;;;;;;
6480.75;22;598485.9295;7619853.69;452.3131;GirthWeld;5320;12.35;11.45;;;;;;;
6493.1;22;598496.9283;7619848.225;451.4379;GirthWeld;5330;12.36;11.45;;;;;;;
6505.46;22;598506.8598;7619840.957;450.8737;GirthWeld;5340;12.32;11.45;;;;;;;
6517.79;22;598516.2751;7619833.043;450.4548;GirthWeld;5350;12.38;11.45;;;;;;;
6530.16;22;598525.7279;7619825.079;450.4673;GirthWeld;5360;12.29;11.45;;;;;;;
6542.45;22;598535.0676;7619817.11;450.6373;GirthWeld;5370;12.3;11.45;;;;;;;
6554.76;22;598544.4224;7619809.146;450.8793;GirthWeld;5380;12.34;11.45;;;;;;;
