log dist. [m];gridzone;easting [m];northing [m];heighting [m];event / comment;J. no.;J. len [m];t [mm];to u/s w. [m];o'clock;depth [%];ERF;length [mm];width [mm];internal
41473.02;22;630717.5822;7607853.008;440.6903;Girth Weld;34300;12.33;11.45;;;;;;;
41485.35;22;630724.8522;7607843.069;441.0321;Girth Weld;34310;12.36;11.45;;;;;;;
41497.71;22;630732.1032;7607833.084;441.3466;Girth Weld;34320;12.31;11.45;;;;;;;
41510.02;22;630739.3606;7607823.166;441.6629;Girth Weld;34330;12.4;11.45;;;;;;;
41522.42;22;630746.6711;7607813.169;441.916;Girth Weld;34340;12.31;11.45;;;;;;;
41534.72;22;630753.6809;7607803.075;442.1066;Girth Weld;34350;12;11.45;;;;;;;
41546.73;22;630759.518;7607792.611;442.1282;Girth Weld;34360;12.35;11.45;;;;;;;
41559.08;22;630764.9317;7607781.527;442.0311;Girth Weld;34370;12.37;11.45;;;;;;;
41571.45;22;630770.3509;7607770.422;441.9186;Girth Weld;34380;12.31;11.45;;;;;;;
41583.76;22;630775.7501;7607759.374;441.7211;Girth Weld;34390;12.32;11.45;;;;;;;
41596.08;22;630781.1549;7607748.325;441.452;Girth Weld;34400;12.35;11.45;;;;;;;
41608.43;22;630786.6015;7607737.263;441.1996;Girth Weld;34410;12.37;11.45;;;;;;;
41620.8;22;630792.1052;7607726.21;440.708;Girth Weld;34420;12.34;11.45;;;;;;;
41633.14;22;630797.642;7607715.216;440.1243;Girth Weld;34430;12.36;11.45;;;;;;;
41645.5;22;630803.1826;7607704.202;439.5354;Girth Weld;34440;12.38;11.45;;;;;;;
41657.88;22;630808.7118;7607693.159;438.9243;Girth Weld;34450;11.87;11.45;;;;;;;
41669.75;22;630814.0289;7607682.59;438.2825;Girth Weld;34460;12.39;11.45;;;;;;;
41682.14;22;630819.5862;7607671.556;437.5583;Girth Weld;34470;12.32;11.45;;;;;;;
41694.46;22;630825.0712;7607660.575;436.7867;Girth Weld;34480;12.37;11.45;;;;;;;
41706.83;22;630830.5565;7607649.524;436.1202;Girth Weld;34490;12.37;11.45;;;;;;;
41719.2;22;630836.0646;7607638.487;435.4263;Girth Weld;34500;12.28;11.45;;;;;;;
41731.48;22;630841.5386;7607627.541;434.6674;Girth Weld;34510;12.35;11.45;;;;;;;
41743.83;22;630847.0261;7607616.515;433.9655;Girth Weld;34520;12.34;11.45;;;;;;;
41756.17;22;630852.4799;7607605.481;433.2694;Girth Weld;34530;12.17;11.45;;;;;;;
41768.35;22;630857.8937;7607594.623;432.5312;Girth Weld;34540;11.86;11.45;;;;;;;
41780.2;22;630863.207;7607584.069;431.8015;Girth Weld;34550;12.38;11.45;;;;;;;
41792.58;22;630868.756;7607573.048;431.1062;Girth Weld;34560;12.34;11.45;;;;;;;
41804.92;22;630874.2646;7607562.041;430.4308;Girth Weld;34570;12.36;11.45;;;;;;;
41817.28;22;630879.818;7607551.033;429.7526;Girth Weld;34580;12.35;11.45;;;;;;;
41829.64;22;630885.3662;7607540.035;429.0947;Girth Weld;34590;12.29;11.45;;;;;;;
41841.93;22;630890.8484;7607529.063;428.5097;Girth Weld;34600;12.33;11.45;;;;;;;
41854.27;22;630896.3226;7607518.047;427.853;Girth Weld;34610;12.36;11.45;;;;;;;
41866.63;22;630901.8437;7607507.028;427.2077;Girth Weld;34620;12.35;11.45;;;;;;;
41878.97;22;630907.3496;7607496.012;426.5664;Girth Weld;34630;12.38;11.45;;;;;;;
41891.36;22;630912.8461;7607484.957;425.8348;Girth Weld;34640;12.33;11.45;;;;;;;
41903.69;22;630918.2985;7607473.938;425.1314;Girth Weld;34650;12.37;11.45;;;;;;;
41916.06;22;630923.7865;7607462.892;424.4266;Girth Weld;34660;12.34;11.45;;;;;;;
41928.4;22;630929.2684;7607451.889;423.6113;Girth Weld;34670;12.35;11.45;;;;;;;
41940.74;22;630934.7533;7607440.883;422.7413;Girth Weld;34680;12.38;11.45;;;;;;;
41953.12;22;630940.2477;7607429.849;421.8009;Girth Weld;34690;12.36;11.45;;;;;;;
41965.49;22;630945.7627;7607418.856;420.7155;Girth Weld;34700;12.33;11.45;;;;;;;
41977.82;22;630951.2855;7607407.899;419.6468;Girth Weld;34710;12.31;11.45;;;;;;;
41990.13;22;630956.8083;7607396.989;418.4012;Girth Weld;34720;12.34;11.45;;;;;;;
42002.47;22;630962.3334;7607386.052;417.0996;Girth Weld;34730;12.33;11.45;;;;;;;
42014.8;22;630967.8387;7607375.126;415.7564;Girth Weld;34740;12.37;11.45;;;;;;;
42027.17;22;630973.2778;7607364.121;414.3774;Girth Weld;34750;12.25;11.45;;;;;;;
42039.42;22;630978.5044;7607353.162;412.9236;Girth Weld;34760;11.16;11.45;;;;;;;
42050.58;22;630983.2206;7607343.159;411.5932;Girth Weld;34770;12.35;11.45;;;;;;;
42062.93;22;630988.5182;7607332.138;410.0112;Girth Weld;34780;12.38;11.45;;;;;;;
42075.31;22;630993.8623;7607321.084;408.5896;Girth Weld;34790;12.28;11.45;;;;;;;
42087.59;22;630999.4422;7607310.385;406.5774;Girth Weld;34800;12.3;11.45;;;;;;;
42099.89;22;631005.3065;7607299.955;403.9398;Girth Weld;34810;12.39;11.45;;;;;;;
42112.28;22;631010.9652;7607288.995;403.4508;Girth Weld;34820;12.34;11.45;;;;;;;
42124.62;22;631016.377;7607277.965;404.493;Girth Weld;34830;12.34;11.45;;;;;;;
42136.97;22;631021.7631;7607266.924;405.5889;Girth Weld;34840;12.31;11.45;;;;;;;
42149.28;22;631027.1523;7607255.937;406.8278;Girth Weld;34850;12.35;11.45;;;;;;;
42161.63;22;631032.6403;7607244.961;408.1227;Girth Weld;34860;12.1;11.45;;;;;;;
42173.72;22;631038.0281;7607234.22;409.4405;Girth Weld;34870;7.51;11.45;;;;;;;
42181.23;22;631041.2869;7607227.537;410.4555;Girth Weld;34880;12.3;11.45;;;;;;;
42193.54;22;631046.7582;7607216.579;411.4936;Girth Weld;34890;12.33;11.45;;;;;;;
42205.87;22;631052.18;7607205.582;412.7492;Girth Weld;34900;12.37;11.45;;;;;;;
42218.24;22;631057.6412;7607194.577;414.139;Girth Weld;34910;12.35;11.45;;;;;;;
42230.59;22;631063.1086;7607183.592;415.4464;Girth Weld;34920;12.33;11.45;;;;;;;
42242.92;22;631068.6167;7607172.619;416.4633;Girth Weld;34930;12.39;11.45;;;;;;;
42255.31;22;631074.1465;7607161.598;417.54;Girth Weld;34940;12.38;11.45;;;;;;;
42267.69;22;631079.6895;7607150.582;418.5279;Girth Weld;34950;12.34;11.45;;;;;;;
42280.03;22;631085.2002;7607139.598;419.5248;Girth Weld;34960;12.36;11.45;;;;;;;
42292.39;22;631090.6748;7607128.575;420.4798;Girth Weld;34970;12.35;11.45;;;;;;;
42304.73;22;631096.0958;7607117.523;421.2994;Girth Weld;34980;11.9;11.45;;;;;;;
42316.64;22;631101.3387;7607106.87;422.0127;Girth Weld;34990;12.32;11.45;;;;;;;
42328.96;22;631106.806;7607095.861;422.7093;Girth Weld;35000;12.3;11.45;;;;;;;
42341.26;22;631112.3433;7607084.912;423.459;Girth Weld;35010;12.37;11.45;;;;;;;
42353.64;22;631117.9222;7607073.913;424.3059;Girth Weld;35020;12.33;11.45;;;;;;;
42365.96;22;631123.4967;7607062.959;425.0834;Girth Weld;35030;12.25;11.45;;;;;;;
42378.21;22;631128.9952;7607052.047;425.738;Girth Weld;35040;12.36;11.45;;;;;;;
42390.57;22;631134.5158;7607041.026;426.4042;Girth Weld;35050;12.33;11.45;;;;;;;
42402.9;22;631140.0202;7607030.014;426.9642;Girth Weld;35060;12.38;11.45;;;;;;;
42415.29;22;631145.5229;7607018.948;427.4913;Girth Weld;35070;12.34;11.45;;;;;;;
42427.62;22;631150.981;7607007.91;428.0057;Girth Weld;35080;12.32;11.45;;;;;;;
42439.94;22;631156.5203;7606996.931;428.5254;Girth Weld;35090;12.33;11.45;;;;;;;
42452.27;22;631162.0953;7606985.959;429.1011;Girth Weld;35100;12.31;11.45;;;;;;;
42464.58;22;631167.6419;7606975;429.6544;Girth Weld;35110;12.36;11.45;;;;;;;
42476.94;22;631173.1922;7606963.979;430.1088;Girth Weld;35120;12.23;11.45;;;;;;;
42489.17;22;631178.6627;7606953.063;430.574;Girth Weld;35130;12.38;11.45;;;;;;;
42501.55;22;631184.1775;7606942.013;431.1461;Girth Weld;35140;12.33;11.45;;;;;;;
42513.88;22;631190.2728;7606931.335;431.8135;Girth Weld;35150;12.31;11.45;;;;;;;
42526.19;22;631197.1499;7606921.171;432.4749;Girth Weld;35160;12.33;11.45;;;;;;;
42538.51;22;631205.4971;7606912.153;433.1123;Girth Weld;35170;12.27;11.45;;;;;;;
42550.79;22;631214.6748;7606904.072;433.6907;Girth Weld;35180;12.29;11.45;;;;;;;
42563.08;22;631225.2922;7606897.937;433.8982;Girth Weld;35190;10.49;11.45;;;;;;;
42573.57;22;631234.5831;7606893.084;433.925;Girth Weld;35200;12.34;11.45;;;;;;;
42585.92;22;631245.582;7606887.51;433.9122;Girth Weld;35210;5.86;11.45;;;;;;;
42591.78;22;631250.8365;7606884.934;433.8063;Girth Weld;35220;12.25;11.45;;;;;;;
42604.03;22;631262.236;7606880.568;433.49;Girth Weld;35230;12.24;11.45;;;;;;;
42616.27;22;631274.2084;7606878.264;433.7117;Area Start_wall thickness Change >;35240;12.31;13.74;;;;;;;
42617.85;22;631275.7732;7606878.139;433.8715;Area Start_Casing;;;13.74;;;;;;;
42628.58;22;631286.4071;7606877.346;434.9622;Girth Weld;35250;12.29;13.74;;;;;;;
42640.87;22;631298.6068;7606876.521;436.0888;Girth Weld;35260;12.34;13.74;;;;;;;
42653.21;22;631310.8692;7606875.668;437.0666;Girth Weld;35270;12.34;13.74;;;;;;;
42665.55;22;631323.1347;7606874.797;437.941;Girth Weld;35280;12.33;13.74;;;;;;;
42670.03;22;631327.5878;7606874.481;438.2202;Area End_Casing;;;13.74;;;;;;;
42677.87;22;631335.3996;7606873.932;438.627;Area Start_wall thickness Change <;35290;12.35;11.45;;;;;;;
42690.23;22;631347.6927;7606873.063;439.3262;Girth Weld;35300;12.01;11.45;;;;;;;
42702.24;22;631359.6401;7606872.304;440.1151;Girth Weld;35310;8.8;11.45;;;;;;;
42711.04;22;631368.4014;7606871.743;440.6596;Girth Weld;35320;11.94;11.45;;;;;;;
42722.99;22;631380.2897;7606870.956;441.3291;Girth Weld;35330;12.29;11.45;;;;;;;
42735.27;22;631392.5253;7606870.11;441.8543;Girth Weld;35340;12.32;11.45;;;;;;;
42747.59;22;631404.7908;7606869.227;442.3417;Girth Weld;35350;12.32;11.45;;;;;;;
42759.91;22;631417.0597;7606868.352;442.7413;Girth Weld;35360;12.38;11.45;;;;;;;
42772.29;22;631429.3876;7606867.429;443.1932;Girth Weld;35370;12.36;11.45;;;;;;;
42784.65;22;631441.689;7606866.479;443.6262;Girth Weld;35380;12.04;11.45;;;;;;;
42796.69;22;631453.688;7606865.921;444.0507;Girth Weld;35390;12.34;11.45;;;;;;;
42809.03;22;631465.9988;7606866.471;444.4259;Girth Weld;35400;12.28;11.45;;;;;;;
42821.31;22;631478.2472;7606867.091;444.6363;Girth Weld;35410;12.34;11.45;;;;;;;
42833.65;22;631490.552;7606867.77;444.794;Girth Weld;35420;12.36;11.45;;;;;;;
42846.01;22;631502.8739;7606868.515;445.0464;Girth Weld;35430;12.36;11.45;;;;;;;
42858.37;22;631515.1963;7606869.26;445.3201;Girth Weld;35440;11.88;11.45;;;;;;;
42870.25;22;631527.0366;7606870.013;445.4692;Girth Weld;35450;12.3;11.45;;;;;;;
42882.55;22;631539.2957;7606870.794;445.6819;Girth Weld;35460;12.38;11.45;;;;;;;
42894.93;22;631551.6356;7606871.581;445.9022;Girth Weld;35470;11.9;11.45;;;;;;;
42906.83;22;631563.5;7606872.32;446.0014;Girth Weld;35480;12.41;11.45;;;;;;;
42919.23;22;631575.8681;7606873.071;446.0171;Girth Weld;35490;12.35;11.45;;;;;;;
42931.58;22;631588.1797;7606873.832;446.0305;Girth Weld;35500;12.35;11.45;;;;;;;
42943.93;22;631600.4846;7606873.678;446.0971;Girth Weld;35510;12.4;11.45;;;;;;;
42956.33;22;631612.5715;7606871.009;446.1792;Girth Weld;35520;12.31;11.45;;;;;;;
42968.64;22;631624.5267;7606868.151;446.2757;Girth Weld;35530;12.36;11.45;;;;;;;
42980.99;22;631636.5056;7606865.181;446.4242;Girth Weld;35540;12.34;11.45;;;;;;;
42993.33;22;631648.4492;7606862.144;446.5211;Girth Weld;35550;12.35;11.45;;;;;;;
42995.46;22;631650.512;7606861.618;446.533;MM  / No. 22 @ KM 940+002,30;;;;;12:00;;;;;
43005.68;22;631660.409;7606859.154;446.6248;Girth Weld;35560;12.34;11.45;;;;;;;
43018.01;22;631672.3889;7606856.229;446.7654;Girth Weld;35570;12.34;11.45;;;;;;;
43030.35;22;631684.3709;7606853.314;446.931;Girth Weld;35580;12.34;11.45;;;;;;;
43042.69;22;631696.3747;7606850.466;447.0028;Girth Weld;35590;12.35;11.45;;;;;;;
43055.04;22;631708.4023;7606847.693;447.0164;Girth Weld;35600;12.33;11.45;;;;;;;
43067.37;22;631720.4102;7606844.914;447.0541;Girth Weld;35610;12.35;11.45;;;;;;;
43079.71;22;631732.4177;7606842.066;447.1881;Girth Weld;35620;12.32;11.45;;;;;;;
43092.03;22;631744.3813;7606839.145;447.3961;Girth Weld;35630;11.89;11.45;;;;;;;
43103.92;22;631755.9294;7606836.336;447.5368;Girth Weld;35640;12.28;11.45;;;;;;;
43116.2;22;631767.8659;7606833.471;447.693;Girth Weld;35650;12.29;11.45;;;;;;;
43128.49;22;631779.7944;7606830.551;447.9047;Girth Weld;35660;12.35;11.45;;;;;;;
43140.84;22;631791.7801;7606827.604;448.2283;Girth Weld;35670;12.27;11.45;;;;;;;
43153.11;22;631803.7003;7606824.72;448.4747;Girth Weld;35680;12.32;11.45;;;;;;;
43165.43;22;631815.6695;7606821.809;448.6645;Girth Weld;35690;12.34;11.45;;;;;;;
43177.76;22;631827.6586;7606818.929;448.922;Girth Weld;35700;12.23;11.45;;;;;;;
43190;22;631839.5431;7606816.049;449.0774;Girth Weld;35710;12.34;11.45;;;;;;;
43202.34;22;631851.5418;7606813.181;449.1977;Girth Weld;35720;12.33;11.45;;;;;;;
43214.67;22;631863.529;7606810.304;449.5127;Girth Weld;35730;12.29;11.45;;;;;;;
43226.96;22;631875.463;7606807.416;449.9172;Girth Weld;35740;12.29;11.45;;;;;;;
43239.25;22;631887.3893;7606804.491;450.2822;Girth Weld;35750;11.95;11.45;;;;;;;
43251.2;22;631898.9982;7606801.668;450.5234;Girth Weld;35760;12.34;11.45;;;;;;;
43263.54;22;631910.978;7606798.748;450.7558;Girth Weld;35770;12.32;11.45;;;;;;;
43275.86;22;631922.9434;7606795.833;451.0457;Girth Weld;35780;12.3;11.45;;;;;;;
43288.16;22;631934.8834;7606792.928;451.343;Girth Weld;35790;12.32;11.45;;;;;;;
43300.47;22;631946.8456;7606790.014;451.6018;Girth Weld;35800;12.29;11.45;;;;;;;
43312.77;22;631958.7801;7606787.09;451.8936;Girth Weld;35810;12.28;11.45;;;;;;;
43325.05;22;631970.7023;7606784.177;452.28;Girth Weld;35820;12.38;11.45;;;;;;;
43337.43;22;631982.7179;7606781.228;452.5771;Girth Weld;35830;12.33;11.45;;;;;;;
43349.76;22;631994.6908;7606778.294;452.8313;Girth Weld;35840;12.32;11.45;;;;;;;
43362.08;22;632006.6665;7606775.413;453.0656;Girth Weld;35850;12.31;11.45;;;;;;;
43374.39;22;632018.6405;7606772.584;453.3538;Girth Weld;35860;12.35;11.45;;;;;;;
43386.74;22;632030.6472;7606769.732;453.5543;Girth Weld;35870;12.31;11.45;;;;;;;
43399.05;22;632042.4997;7606766.46;453.7868;Girth Weld;35880;12.27;11.45;;;;;;;
43411.32;22;632053.9165;7606762.01;454.222;Girth Weld;35890;12.33;11.45;;;;;;;
43423.66;22;632065.0891;7606756.821;454.758;Girth Weld;35900;12.33;11.45;;;;;;;
43435.99;22;632076.2643;7606751.621;455.1339;Girth Weld;35910;11.93;11.45;;;;;;;
43447.92;22;632087.0784;7606746.599;455.3186;Girth Weld;35920;12.33;11.45;;;;;;;
43460.25;22;632098.2718;7606741.431;455.4317;Girth Weld;35930;12.33;11.45;;;;;;;
43472.59;22;632109.473;7606736.275;455.5426;Girth Weld;35940;12.32;11.45;;;;;;;
43484.91;22;632120.6692;7606731.148;455.7261;Girth Weld;35950;12.34;11.45;;;;;;;
43497.25;22;632131.8809;7606725.996;455.8675;Girth Weld;35960;12.33;11.45;;;;;;;
43509.58;22;632143.0784;7606720.849;455.981;Girth Weld;35970;12.32;11.45;;;;;;;
43521.9;22;632154.2838;7606715.733;456.0547;Girth Weld;35980;12.33;11.45;;;;;;;
43534.23;22;632165.4938;7606710.612;456.1341;Girth Weld;35990;12.05;11.45;;;;;;;
43546.28;22;632176.4546;7606705.617;456.1513;Girth Weld;36000;12.31;11.45;;;;;;;
43558.59;22;632187.6499;7606700.498;456.1806;Girth Weld;36010;11.95;11.45;;;;;;;
43570.54;22;632198.5232;7606695.559;456.199;Girth Weld;36020;12.36;11.45;;;;;;;
43582.9;22;632209.7834;7606690.462;456.1727;Girth Weld;36030;12.34;11.45;;;;;;;
43595.25;22;632221.0042;7606685.328;456.0495;Girth Weld;36040;12.35;11.45;;;;;;;
43607.6;22;632232.2354;7606680.205;455.9684;Girth Weld;36050;12.32;11.45;;;;;;;
43619.92;22;632243.4434;7606675.09;455.9055;Girth Weld;36060;12.31;11.45;;;;;;;
43632.23;22;632254.6469;7606669.994;455.8666;Girth Weld;36070;12.28;11.45;;;;;;;
43644.51;22;632265.8103;7606664.889;455.8453;Girth Weld;36080;12.36;11.45;;;;;;;
43656.87;22;632277.04;7606659.733;455.6955;Girth Weld;36090;12.05;11.45;;;;;;;
43668.92;22;632287.9822;7606654.701;455.5864;Girth Weld;36100;12.34;11.45;;;;;;;
43681.26;22;632299.1837;7606649.524;455.5429;Girth Weld;36110;12.28;11.45;;;;;;;
43693.54;22;632310.3374;7606644.398;455.526;Girth Weld;36120;12.35;11.45;;;;;;;
43705.89;22;632321.567;7606639.264;455.4606;Girth Weld;36130;12.34;11.45;;;;;;;
43718.23;22;632332.78;7606634.136;455.2844;Girth Weld;36140;12.34;11.45;;;;;;;
43730.57;22;632344.0068;7606629.03;455.1034;Girth Weld;36150;12.34;11.45;;;;;;;
43742.91;22;632355.2416;7606623.931;454.8888;Girth Weld;36160;12.3;11.45;;;;;;;
43755.21;22;632366.4355;7606618.846;454.721;Girth Weld;36170;11.99;11.45;;;;;;;
43767.2;22;632377.3621;7606613.928;454.62;Girth Weld;36180;11.05;11.45;;;;;;;
43778.25;22;632387.4362;7606609.405;454.4928;Girth Weld;36190;12.35;11.45;;;;;;;
43790.6;22;632398.6915;7606604.337;454.3225;Girth Weld;36200;12.19;11.45;;;;;;;
43802.78;22;632409.7894;7606599.315;454.2217;Girth Weld;36210;12.29;11.45;;;;;;;
43815.07;22;632420.9667;7606594.219;454.1689;Girth Weld;36220;12.07;11.45;;;;;;;
43827.14;22;632431.9487;7606589.216;454.0034;Girth Weld;36230;12.36;11.45;;;;;;;
43839.5;22;632443.1949;7606584.097;453.8953;Girth Weld;36240;12.34;11.45;;;;;;;
43851.84;22;632454.426;7606578.994;453.8399;Girth Weld;36250;12.32;11.45;;;;;;;
43864.17;22;632465.6529;7606573.922;453.9719;Girth Weld;36260;12.3;11.45;;;;;;;
43876.47;22;632476.8787;7606568.898;454.1041;Girth Weld;36270;12.35;11.45;;;;;;;
43888.82;22;632488.131;7606563.811;454.2699;Girth Weld;36280;12.33;11.45;;;;;;;
43901.16;22;632499.3514;7606558.701;454.4544;Girth Weld;36290;11.85;11.45;;;;;;;
43913.01;22;632510.1335;7606553.796;454.7294;Girth Weld;36300;12.37;11.45;;;;;;;
43925.38;22;632521.3982;7606548.702;455.1528;Girth Weld;36310;12.36;11.45;;;;;;;
43937.75;22;632532.6364;7606543.582;455.6448;Girth Weld;36320;12.27;11.45;;;;;;;
43950.02;22;632543.7836;7606538.485;456.1892;Girth Weld;36330;12.32;11.45;;;;;;;
43962.33;22;632554.9787;7606533.392;456.7582;Girth Weld;36340;11.69;11.45;;;;;;;
43974.03;22;632565.6113;7606528.565;457.3252;Girth Weld;36350;12.26;11.45;;;;;;;
43986.29;22;632576.7603;7606523.491;457.8726;Girth Weld;36360;11.94;11.45;;;;;;;
43998.23;22;632587.6212;7606518.559;458.4118;Girth Weld;36370;12.37;11.45;;;;;;;
44010.6;22;632598.885;7606513.488;458.9727;Girth Weld;36380;12.28;11.45;;;;;;;
44022.88;22;632610.0804;7606508.484;459.4792;Girth Weld;36390;12.37;11.45;;;;;;;
44035.25;22;632621.3487;7606503.413;460.0805;Girth Weld;36400;12.34;11.45;;;;;;;
44047.59;22;632632.5821;7606498.355;460.6856;Girth Weld;36410;12.22;11.45;;;;;;;
44059.81;22;632643.7104;7606493.331;461.2421;Girth Weld;36420;12.36;11.45;;;;;;;
44072.17;22;632654.9546;7606488.23;461.7655;Girth Weld;36430;12.33;11.45;;;;;;;
44084.5;22;632666.1702;7606483.138;462.2019;Girth Weld;36440;12.27;11.45;;;;;;;
44093.36;22;632674.2293;7606479.489;462.5154;metal loss-milling feature  / longitudinal weld feature - FUIN;;;;-8.85;3:07;10;;66;74;YES
44096.77;22;632677.3436;7606478.088;462.6383;Girth Weld;36450;12.26;11.45;;;;;;;
44109.03;22;632688.5059;7606473.043;463.095;Girth Weld;36460;12.37;11.45;;;;;;;
44121.4;22;632699.766;7606467.95;463.5694;Girth Weld;36470;12.31;11.45;;;;;;;
44133.71;22;632710.9869;7606462.911;463.9977;Girth Weld;36480;12.39;11.45;;;;;;;
44146.1;22;632722.2796;7606457.842;464.4136;Girth Weld;36490;11.94;11.45;;;;;;;
44158.04;22;632733.1883;7606453.01;464.7628;Girth Weld;36500;12.17;11.45;;;;;;;
44170.21;22;632744.306;7606448.083;465.0608;Girth Weld;36510;12.2;11.45;;;;;;;
44182.39;22;632755.4165;7606443.105;465.3755;metal loss-construction feature  / girth weld feature;;;;-12.18;5:50;22;;26;41;n/a
44182.41;22;632755.4338;7606443.097;465.376;Girth Weld;36520;12.35;11.45;;;;;;;
44194.76;22;632766.6829;7606438.025;465.6939;Girth Weld;36530;12.37;11.45;;;;;;;
44207.12;22;632777.9739;7606432.995;465.823;Girth Weld;36540;12.36;11.45;;;;;;;
44219.49;22;632789.0677;7606427.575;465.9734;Girth Weld;36550;12.38;11.45;;;;;;;
44231.86;22;632799.0574;7606420.29;466.3586;Girth Weld;36560;12.34;11.45;;;;;;;
44244.21;22;632808.9234;7606412.88;466.563;Girth Weld;36570;12.37;11.45;;;;;;;
44256.58;22;632818.8143;7606405.461;466.621;Girth Weld;36580;11.8;11.45;;;;;;;
44268.37;22;632828.2282;7606398.357;466.7201;Girth Weld;36590;12.33;11.45;;;;;;;
44280.71;22;632838.0522;7606390.908;466.8111;Girth Weld;36600;12.13;11.45;;;;;;;
44292.83;22;632847.7229;7606383.595;466.8356;Girth Weld;36610;12.29;11.45;;;;;;;
44305.12;22;632857.548;7606376.225;466.8498;Girth Weld;36620;12.39;11.45;;;;;;;
44317.51;22;632867.4605;7606368.798;466.8616;Girth Weld;36630;12.36;11.45;;;;;;;
44329.87;22;632877.3632;7606361.411;466.8577;Girth Weld;36640;12.36;11.45;;;;;;;
44342.23;22;632887.2733;7606354.031;466.8363;Girth Weld;36650;12.35;11.45;;;;;;;
44354.58;22;632897.1841;7606346.664;466.7819;Girth Weld;36660;12.35;11.45;;;;;;;
44366.93;22;632907.0902;7606339.291;466.7445;Girth Weld;36670;12.34;11.45;;;;;;;
44379.28;22;632916.9685;7606331.897;466.678;Girth Weld;36680;12.37;11.45;;;;;;;
44391.65;22;632926.8637;7606324.475;466.6538;Girth Weld;36690;12.36;11.45;;;;;;;
44404.01;22;632936.76;7606317.08;466.6604;Girth Weld;36700;12.35;11.45;;;;;;;
44416.36;22;632946.6369;7606309.676;466.621;Girth Weld;36710;11.93;11.45;;;;;;;
44428.29;22;632956.1711;7606302.515;466.4498;Girth Weld;36720;12.37;11.45;;;;;;;
44440.66;22;632966.0802;7606295.118;466.299;Girth Weld;36730;12.18;11.45;;;;;;;
44452.83;22;632975.8374;7606287.844;466.169;Girth Weld;36740;12.35;11.45;;;;;;;
44465.19;22;632985.7677;7606280.502;466.123;Girth Weld;36750;12.35;11.45;;;;;;;
44477.54;22;632995.6896;7606273.151;466.2031;Girth Weld;36760;12.35;11.45;;;;;;;
44489.89;22;633005.605;7606265.789;466.1443;Girth Weld;36770;12.34;11.45;;;;;;;
44502.24;22;633015.5055;7606258.425;466.0307;Girth Weld;36780;12.35;11.45;;;;;;;
44514.59;22;633025.398;7606251.033;465.8546;Girth Weld;36790;12.32;11.45;;;;;;;
44526.91;22;633035.2676;7606243.663;465.681;Girth Weld;36800;12.37;11.45;;;;;;;
44539.29;22;633045.1854;7606236.271;465.5666;Girth Weld;36810;12.36;11.45;;;;;;;
44551.65;22;633055.1105;7606228.914;465.4491;Girth Weld;36820;12.36;11.45;;;;;;;
44564;22;633065.0244;7606221.55;465.2466;Girth Weld;36830;12.21;11.45;;;;;;;
44576.21;22;633074.8127;7606214.264;465.0014;Girth Weld;36840;12.28;11.45;;;;;;;
44588.49;22;633084.6464;7606206.922;464.7313;Girth Weld;36850;12.26;11.45;;;;;;;
44600.75;22;633094.4797;7606199.612;464.4378;Girth Weld;36860;12.35;11.45;;;;;;;
44613.1;22;633104.3774;7606192.237;464.1752;Girth Weld;36870;12.36;11.45;;;;;;;
44625.46;22;633114.2712;7606184.839;463.9846;Girth Weld;36880;12.34;11.45;;;;;;;
44637.81;22;633124.1663;7606177.469;463.7386;Girth Weld;36890;12.35;11.45;;;;;;;
44650.15;22;633134.0631;7606170.101;463.5004;Girth Weld;36900;12.33;11.45;;;;;;;
44662.49;22;633143.9685;7606162.757;463.4388;Girth Weld;36910;12.38;11.45;;;;;;;
44674.86;22;633153.9118;7606155.398;463.5623;Girth Weld;36920;12.35;11.45;;;;;;;
44687.21;22;633163.8239;7606148.049;463.8164;Girth Weld;36930;12.36;11.45;;;;;;;
44699.57;22;633173.7245;7606140.669;464.3473;Girth Weld;36940;12.34;11.45;;;;;;;
44711.91;22;633183.5944;7606133.285;464.8721;Girth Weld;36950;12.34;11.45;;;;;;;
44724.25;22;633193.4652;7606125.914;465.5569;Girth Weld;36960;12.35;11.45;;;;;;;
44736.6;22;633203.3477;7606118.55;466.243;Girth Weld;36970;12.31;11.45;;;;;;;
44748.91;22;633213.2016;7606111.203;466.8732;Girth Weld;36980;12.41;11.45;;;;;;;
44761.31;22;633223.1227;7606103.782;467.5108;Girth Weld;36990;12.35;11.45;;;;;;;
44773.67;22;633233.0151;7606096.416;468.1565;Girth Weld;37000;12.19;11.45;;;;;;;
44785.86;22;633242.7917;7606089.159;468.7639;Girth Weld;37010;12.13;11.45;;;;;;;
44797.99;22;633252.5072;7606081.919;469.3006;Girth Weld;37020;12.35;11.45;;;;;;;
44810.34;22;633262.4033;7606074.553;469.8088;Girth Weld;37030;12.35;11.45;;;;;;;
44822.69;22;633272.303;7606067.185;470.2724;Girth Weld;37040;12.34;11.45;;;;;;;
44835.03;22;633282.2023;7606059.838;470.7581;Girth Weld;37050;12.37;11.45;;;;;;;
44847.41;22;633292.1181;7606052.459;471.2626;Girth Weld;37060;12.35;11.45;;;;;;;
44859.75;22;633302.003;7606045.081;471.7056;Girth Weld;37070;12.36;11.45;;;;;;;
44872.11;22;633311.9232;7606037.73;472.1953;Girth Weld;37080;12.02;11.45;;;;;;;
